SR NO,INSTITUTE NAME,BRANCH,CATEGORY,BOARD,TYPE,OPENING,CLOSING
359,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CHEMICAL ENGINEERING,GEN,Gujarat Board,SFI,101926.00,111070.00
360,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,102879.00,108517.00
361,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",CIVIL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,102344.00,102344.00
362,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100336.00,100444.00
363,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,EWS,Gujarat Board,SFI,100559.00,100559.00
364,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,SEBC,Gujarat Board,SFI,100972.00,101014.00
365,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING,SC,Gujarat Board,SFI,103999.00,103999.00
366,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100240.00,100240.00
367,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN,GEN,Gujarat Board,SFI,100763.00,102902.00
368,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN,EWS,Gujarat Board,SFI,102905.00,102905.00
369,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & DESIGN,SEBC,Gujarat Board,SFI,103942.00,105577.00
370,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (Internet of Things),GEN,Gujarat Board,SFI,100844.00,102643.00
371,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (Internet of Things),SEBC,Gujarat Board,SFI,102697.00,105607.00
372,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",COMPUTER SCIENCE & ENGINEERING (Internet of Things),EWS,Gujarat Board,SFI,103638.00,103638.00
373,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,101228.00,110298.00
374,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100980.00,100980.00
375,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,Gujarat Board,SFI,101404.00,111260.00
376,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,100577.00,100696.00
377,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,SFI,101009.00,101153.00
378,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",INFORMATION TECHNOLOGY,SC,Gujarat Board,SFI,106098.00,106098.00
379,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,102686.00,111377.00
380,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR",MECHATRONICS,GEN,Gujarat Board,SFI,102133.00,102439.00
381,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ARTIFICIAL INTELLIGENCE,GEN,Gujarat Board,SFI,101353.00,109532.00
382,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100560.00,111356.00
383,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100460.00,100460.00
384,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,102788.00,107138.00
385,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",COMPUTER SCIENCE & ENGINEERING - TFWS,TFW,Gujarat Board,SFI,100847.00,100847.00
386,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",CYBER SECURITY,GEN,Gujarat Board,SFI,102932.00,109668.00
387,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,101874.00,109381.00
388,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",ELECTRICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,103154.00,103154.00
389,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,Gujarat Board,SFI,105074.00,110732.00
390,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,100646.00,111078.00
391,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",INFORMATION TECHNOLOGY - TFWS,TFW,Gujarat Board,SFI,100352.00,100352.00
392,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,101486.00,109171.00
393,"GANDHINAGAR INSTITUTE OF TECHNOLOGY, MOTI BHOYAN, KALOL, GANDHINAGAR",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,105931.00,105931.00
394,"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING,GEN,Gujarat Board,SFI,101743.00,109703.00
395,"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING (Big Data Analytics),GEN,Gujarat Board,SFI,103076.00,103076.00
396,"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING (BIG DATA ANALYTICS) - TFWS,TFW,Gujarat Board,SFI,100530.00,100530.00
397,"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING (CLOUD BASED APPLICATIONS),GEN,Gujarat Board,SFI,110279.00,110279.00
398,"GANPAT UNIVERSITY, INSTITUTE OF COMPUTER TECH., KHERVA, MEHSANA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),GEN,Gujarat Board,SFI,103715.00,110139.00
399,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",AUTOMOBILE ENGINEERING,GEN,Gujarat Board,SFI,109271.00,110445.00
400,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",AUTOMOBILE ENGINEERING - TFWS,TFW,Gujarat Board,SFI,107687.00,107687.00
401,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",BIOMEDICAL ENGINEERING,GEN,Gujarat Board,SFI,103714.00,110616.00
402,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",BIOMEDICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,110438.00,110438.00
403,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,102159.00,110737.00
404,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100427.00,107175.00
405,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER ENGINEERING,EWS,Gujarat Board,SFI,107229.00,107387.00
406,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER ENGINEERING,SEBC,Gujarat Board,SFI,107630.00,109723.00
407,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER ENGINEERING,SC,Gujarat Board,SFI,108505.00,108505.00
408,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE),GEN,Gujarat Board,SFI,106228.00,108189.00
409,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE),ST,Gujarat Board,SFI,110276.00,110276.00
410,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE) - TFWS,TFW,Gujarat Board,SFI,100522.00,100522.00
411,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",COMPUTER SCIENCE & BUSINESS SYSTEMS,GEN,Gujarat Board,SFI,102776.00,111317.00
412,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,104237.00,110706.00
413,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",ELECTRICAL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,105318.00,105318.00
414,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,Gujarat Board,SFI,108687.00,110446.00
415,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",INFORMATION TECHNOLOGY,GEN,Gujarat Board,SFI,102602.00,106781.00
416,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,SFI,106815.00,108520.00
417,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",INFORMATION TECHNOLOGY,EWS,Gujarat Board,SFI,108864.00,108864.00
418,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",MARINE ENGINEERING,GEN,Gujarat Board,SFI,106001.00,109298.00
419,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,101951.00,111371.00
420,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",MECHATRONICS,GEN,Gujarat Board,SFI,100515.00,111105.00
421,"GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF ENGINEERING, KHERVA, MEHSANA",PETROCHEMICAL ENGINEERING,GEN,Gujarat Board,SFI,106194.00,111466.00
422,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",AUTOMOBILE ENGINEERING,GEN,Gujarat Board,SFI,102375.00,110337.00
423,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",CIVIL ENGINEERING,GEN,Gujarat Board,SFI,103022.00,110314.00
424,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",CIVIL ENGINEERING - TFWS,TFW,Gujarat Board,SFI,103122.00,103122.00
425,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",COMPUTER ENGINEERING,GEN,Gujarat Board,SFI,100822.00,103097.00
426,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",COMPUTER ENGINEERING,SEBC,Gujarat Board,SFI,103107.00,104549.00
427,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",COMPUTER ENGINEERING,EWS,Gujarat Board,SFI,103898.00,103898.00
428,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",COMPUTER ENGINEERING,ST,Gujarat Board,SFI,107829.00,107957.00
429,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",COMPUTER ENGINEERING,GEN PH,Gujarat Board,SFI,108480.00,108480.00
430,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",ELECTRICAL ENGINEERING,GEN,Gujarat Board,SFI,103237.00,111194.00
431,"GIDC DEGREE ENGINEERING COLLEGE, ABRAMA, NAVSARI",MECHANICAL ENGINEERING,GEN,Gujarat Board,SFI,104206.00,111085.00
432,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CHEMICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,100433.00,101037.00
433,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CHEMICAL ENGINEERING,SEBC,Gujarat Board,GOV/GIA,101052.00,102058.00
434,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CHEMICAL ENGINEERING,EWS,Gujarat Board,GOV/GIA,101529.00,101529.00
435,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CHEMICAL ENGINEERING,SC,Gujarat Board,GOV/GIA,104459.00,104459.00
436,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CHEMICAL ENGINEERING,ST,Gujarat Board,GOV/GIA,105059.00,108902.00
437,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CHEMICAL ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,100750.00,100750.00
438,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CIVIL ENGINEERING,GEN,Gujarat Board,GOV/GIA,102639.00,108989.00
439,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CIVIL ENGINEERING,ST,Gujarat Board,GOV/GIA,109020.00,111253.00
440,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CIVIL ENGINEERING,SC,Gujarat Board,GOV/GIA,109055.00,109055.00
441,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CIVIL ENGINEERING,SEBC,Gujarat Board,GOV/GIA,109659.00,111455.00
442,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",CIVIL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200009.00,200009.00
443,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",COMPUTER ENGINEERING,GEN,Gujarat Board,GOV/GIA,100319.00,100599.00
444,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",COMPUTER ENGINEERING,EWS,Gujarat Board,GOV/GIA,100693.00,101209.00
445,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",COMPUTER ENGINEERING,SEBC,Gujarat Board,GOV/GIA,100755.00,101433.00
446,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",COMPUTER ENGINEERING,SC,Gujarat Board,GOV/GIA,103344.00,103344.00
447,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",COMPUTER ENGINEERING,ST,Gujarat Board,GOV/GIA,105282.00,107385.00
448,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",COMPUTER ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,100399.00,100399.00
449,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",ELECTRICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,101636.00,103371.00
450,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",ELECTRICAL ENGINEERING,ST,Gujarat Board,GOV/GIA,103621.00,107086.00
451,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",ELECTRICAL ENGINEERING,SC,Gujarat Board,GOV/GIA,104325.00,107798.00
452,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",ELECTRICAL ENGINEERING,SEBC,Gujarat Board,GOV/GIA,104465.00,107386.00
453,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",ELECTRICAL ENGINEERING,EWS,Gujarat Board,GOV/GIA,104591.00,107017.00
454,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,Gujarat Board,GOV/GIA,102857.00,111415.00
455,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,104983.00,104983.00
456,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",MECHANICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,100925.00,109411.00
457,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",MECHANICAL ENGINEERING,EWS,Gujarat Board,GOV/GIA,109793.00,111400.00
458,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",MECHANICAL ENGINEERING,SEBC,Gujarat Board,GOV/GIA,109806.00,111469.00
459,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",MECHANICAL ENGINEERING,SC,Gujarat Board,GOV/GIA,110938.00,111448.00
460,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",MECHANICAL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200036.00,200036.00
461,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",CIVIL ENGINEERING,GEN,Gujarat Board,GOV/GIA,100675.00,104440.00
462,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",CIVIL ENGINEERING,SC,Gujarat Board,GOV/GIA,104513.00,106594.00
463,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",CIVIL ENGINEERING,SEBC,Gujarat Board,GOV/GIA,104781.00,107743.00
464,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",CIVIL ENGINEERING,EWS,Gujarat Board,GOV/GIA,104804.00,105986.00
465,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",CIVIL ENGINEERING,ST,Gujarat Board,GOV/GIA,105861.00,108407.00
466,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",COMPUTER ENGINEERING,GEN,Gujarat Board,GOV/GIA,100176.00,100425.00
467,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",COMPUTER ENGINEERING,EWS,Gujarat Board,GOV/GIA,100487.00,100487.00
468,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",COMPUTER ENGINEERING,SEBC,Gujarat Board,GOV/GIA,100616.00,101069.00
469,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",COMPUTER ENGINEERING,SC,Gujarat Board,GOV/GIA,102872.00,102872.00
470,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",COMPUTER ENGINEERING,ST,Gujarat Board,GOV/GIA,111421.00,111421.00
471,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",COMPUTER ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,100211.00,100211.00
472,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,Gujarat Board,GOV/GIA,103709.00,107698.00
473,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,ALL INDIA,GOV/GIA,200096.00,200189.00
474,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,Gujarat Board,GOV/GIA,101171.00,102244.00
475,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,EWS,Gujarat Board,GOV/GIA,102279.00,102475.00
476,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,Gujarat Board,GOV/GIA,102894.00,104307.00
477,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SC,Gujarat Board,GOV/GIA,106113.00,106113.00
478,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,ALL INDIA,GOV/GIA,200057.00,200057.00
479,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION TECHNOLOGY,GEN,Gujarat Board,GOV/GIA,100321.00,100608.00
480,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION TECHNOLOGY,EWS,Gujarat Board,GOV/GIA,100618.00,100702.00
481,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION TECHNOLOGY,SEBC,Gujarat Board,GOV/GIA,100884.00,101106.00
482,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION TECHNOLOGY,SC,Gujarat Board,GOV/GIA,101357.00,101357.00
483,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",INFORMATION TECHNOLOGY,ST,Gujarat Board,GOV/GIA,109743.00,109743.00
484,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",MECHANICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,100674.00,111410.00
485,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",MECHANICAL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200110.00,200187.00
486,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,101703.00,101703.00
487,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",CHEMICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,102307.00,111430.00
488,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",CIVIL ENGINEERING,GEN,Gujarat Board,GOV/GIA,102057.00,111079.00
489,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",CIVIL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200030.00,200181.00
490,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",CIVIL ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,101865.00,101865.00
491,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",ELECTRICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,101954.00,110664.00
492,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",ELECTRICAL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200125.00,200174.00
493,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",MECHANICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,101061.00,111234.00
494,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,103751.00,103751.00
495,"GOVERNMENT ENGINEERING COLLEGE, BHUJ",MINING ENGINEERING,GEN,Gujarat Board,GOV/GIA,105940.00,109261.00
496,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",CIVIL ENGINEERING,GEN,Gujarat Board,GOV/GIA,103414.00,110463.00
497,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",COMPUTER ENGINEERING,GEN,Gujarat Board,GOV/GIA,100775.00,101754.00
498,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",COMPUTER ENGINEERING,SEBC,Gujarat Board,GOV/GIA,101992.00,102806.00
499,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",COMPUTER ENGINEERING,EWS,Gujarat Board,GOV/GIA,102621.00,102715.00
500,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",COMPUTER ENGINEERING,SC,Gujarat Board,GOV/GIA,104283.00,109767.00
501,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",COMPUTER ENGINEERING,EX,Gujarat Board,GOV/GIA,104811.00,104811.00
502,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",COMPUTER ENGINEERING,ST,Gujarat Board,GOV/GIA,106377.00,110011.00
503,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",ELECTRICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,101827.00,109423.00
504,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",ELECTRICAL ENGINEERING,ST,Gujarat Board,GOV/GIA,109523.00,110494.00
505,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",ELECTRICAL ENGINEERING,SEBC,Gujarat Board,GOV/GIA,111167.00,111445.00
506,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,Gujarat Board,GOV/GIA,101148.00,107344.00
507,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",MECHANICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,104689.00,111220.00
508,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",MECHANICAL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200197.00,200197.00
509,"GOVERNMENT ENGINEERING COLLEGE, DAHOD",MECHANICAL ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,103295.00,103295.00
510,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",CIVIL ENGINEERING,GEN,Gujarat Board,GOV/GIA,104410.00,111413.00
511,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",CIVIL ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,106187.00,106187.00
512,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",ELECTRICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,102306.00,107337.00
513,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",ELECTRICAL ENGINEERING,SEBC,Gujarat Board,GOV/GIA,107475.00,110500.00
514,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",ELECTRICAL ENGINEERING,EWS,Gujarat Board,GOV/GIA,107782.00,107857.00
515,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",ELECTRICAL ENGINEERING,ST,Gujarat Board,GOV/GIA,110070.00,110070.00
516,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",ELECTRICAL ENGINEERING,SC,Gujarat Board,GOV/GIA,111282.00,111282.00
517,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",ELECTRICAL ENGINEERING,GEN,ALL INDIA,GOV/GIA,200035.00,200035.00
518,"GOVERNMENT ENGINEERING COLLEGE, GODHRA",MECHANICAL ENGINEERING,GEN,Gujarat Board,GOV/GIA,101385.00,111358.00
519,"GOVERNMENT ENGINEERING COLLEGE, MODASA",AUTOMOBILE ENGINEERING,GEN,Gujarat Board,GOV/GIA,105105.00,110490.00
520,"GOVERNMENT ENGINEERING COLLEGE, MODASA",AUTOMOBILE ENGINEERING - TFWS,TFW,Gujarat Board,GOV/GIA,105356.00,105356.00
521,"GOVERNMENT ENGINEERING COLLEGE, MODASA",CIVIL ENGINEERING,GEN,Gujarat Board,GOV/GIA,102011.00,111467.00
